split,frame_id,label_path,point_cloud_path
train,1688625742_546490254_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_546490254_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_546490254_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625742_646421036_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_646421036_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_646421036_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625742_746400526_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_746400526_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_746400526_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625742_846376032_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_846376032_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625742_846376032_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_146395868_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_146395868_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_146395868_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_246443438_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_246443438_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_246443438_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_446557042_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_446557042_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_446557042_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_546552867_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_546552867_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_546552867_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_646608144_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_646608144_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_646608144_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_746648548_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_746648548_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_746648548_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_846597729_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_846597729_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_846597729_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625743_946469789_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_946469789_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625743_946469789_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_146275541_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_146275541_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_146275541_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_346223348_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_346223348_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_346223348_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_446194331_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_446194331_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_446194331_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_546359485_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_546359485_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_546359485_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_646431997_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_646431997_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_646431997_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_746579376_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_746579376_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_746579376_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625744_846707030_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_846707030_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625744_846707030_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_146717238_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_146717238_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_146717238_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_246623296_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_246623296_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_246623296_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_346493653_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_346493653_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_346493653_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_446468359_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_446468359_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_446468359_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_546374935_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_546374935_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_546374935_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_646299685_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_646299685_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_646299685_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_746276390_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_746276390_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_746276390_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625745_846131745_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_846131745_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625745_846131745_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625746_046269833_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_046269833_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_046269833_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625746_146103020_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_146103020_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_146103020_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625746_346132812_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_346132812_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_346132812_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625746_446124274_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_446124274_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_446124274_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625746_546146095_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_546146095_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_546146095_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625746_846465800_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_846465800_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625746_846465800_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_046514176_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_046514176_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_046514176_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_146726854_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_146726854_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_146726854_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_246550296_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_246550296_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_246550296_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_446469014_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_446469014_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_446469014_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_646493857_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_646493857_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_646493857_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_746495937_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_746495937_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_746495937_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_846484859_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_846484859_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_846484859_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625747_946631752_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_946631752_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625747_946631752_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_046674796_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_046674796_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_046674796_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_146470788_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_146470788_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_146470788_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_246479921_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_246479921_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_246479921_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_446528001_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_446528001_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_446528001_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_546544000_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_546544000_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_546544000_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_646619511_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_646619511_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_646619511_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
train,1688625748_846461416_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered,data/raw/tumtraf_v2x/train/labels_point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_846461416_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.json,data/raw/tumtraf_v2x/train/point_clouds/s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered/1688625748_846461416_s110_lidar_ouster_south_and_vehicle_lidar_robosense_registered.pcd
